a  2  啊 0  阿 0  
an'bing'bu'dong  1  按兵不动 0  
an'bu  1  暗补 0  
an'bu'dang'che  1  安步当车 0  
an'bu'jiu'ban  1  按部就班 0  
an'cang  1  暗藏 0  
an'cha  1  安插 0  
an'chang  2  暗场 0  暗娼 0  
an'chao  1  暗潮 0  
an'chu  1  暗处 0  
an'chuang  1  暗疮 0  
an'chun  1  鹌鹑 0  
an'dan  1  暗淡 0  
an'dao  1  暗道 0  
an'di  3  安抵 0  暗地 0  案底 0  
an'di'li  1  暗地里 0  
an'ding  1  安定 0  
an'du  2  安度 0  案牍 0  
an'dun  1  安顿 0  
an'fa  1  案发 0  
an'fan  1  案犯 0  
an'fang  3  安放 0  暗房 0  暗访 0  
an'fen  1  安分 0  
an'fen'shou'ji  1  安分守己 0  
an'fu  1  安抚 0  
an'gou  1  暗沟 0  
an'hai  1  暗害 0  
an'han  1  暗含 0  
an'hao  2  安好 0  暗号 0  
an'he  3  暗合 0  暗河 0  暗盒 0  
an'hong  1  暗红 0  
an'hui  1  安徽 0  
an'ji  3  岸基 0  暗疾 0  暗记 0  
an'ji'suan  1  氨基酸 0  
an'jia  1  安家 0  
an'jia'fei  1  安家费 0  
an'jia'li'ye  1  安家立业 0  
an'jia'luo'hu  1  安家落户 0  
an'jian  4  安检 0  按键 0  暗箭 0  案件 0  
an'jiao  1  暗礁 0  
an'jie  1  按揭 0  
an'jin  1  按金 0  
an'jing  1  安静 0  
an'ju  1  安居 0  
an'ju'gong'cheng  1  安居工程 0  
an'ju'le'ye  1  安居乐业 0  
an'juan  1  案卷 0  
an'kang  1  安康 0  
an'kou'er  1  暗扣儿 0  
an'le  1  安乐 0  
an'le'si  1  安乐死 0  
an'le'wo  1  安乐窝 0  
an'le'yi  1  安乐椅 0  
an'li  4  按例 0  按理 0  暗里 0  案例 0  
an'li'hui  1  安理会 0  
an'lian  2  暗恋 0  谙练 0  
an'liu  1  暗流 0  
an'lv  1  暗绿 0  
an'ma  1  鞍马 0  
an'ma'lao'dun  1  鞍马劳顿 0  
an'mai  1  按脉 0  
an'mi  1  安谧 0  
an'mian  1  安眠 0  
an'mian'yao  1  安眠药 0  
an'min'gao'shi  1  安民告示 0  
an'mo  1  按摩 0  
an'na  1  按捺 0  
an'neng  1  安能 1  
an'ning  1  安宁 0  
an'niu  1  按钮 0  
an'pai  1  安排 0  
an'pei  1  安培 0  
an'pin'le'dao  1  安贫乐道 0  
an'qi  4  按期 0  暗器 0  暗泣 0  氨气 0  
an'qi'er  1  安琪儿 0  
an'qian'ma'hou  1  鞍前马后 0  
an'qin  1  安寝 0  
an'qing  1  案情 0  
an'qu  1  暗渠 0  
an'quan  1  安全 0  
an'quan'dai  1  安全带 0  
an'quan'dao  1  安全岛 0  
an'quan'fa  1  安全阀 0  
an'quan'gan  1  安全感 0  
an'quan'mao  1  安全帽 0  
an'quan'men  1  安全门 0  
an'quan'tao  1  安全套 0  
an'quan'xi'shu  1  安全系数 0  
an'ran  3  安然 0  岸然 0  黯然 0  
an'ran'shen'shang  1  黯然神伤 0  
an'ran'shi'se  1  黯然失色 0  
an'ran'wu'yang  1  安然无恙 0  
an'ru'pan'shi  1  安如磐石 0  
an'ru'tai'shan  1  安如泰山 0  
an'sha  1  暗杀 0  
an'shang  1  暗伤 0  
an'shao  1  暗哨 0  
an'she  1  安设 0  
an'shen  2  安神 0  安身 0  
an'shen'li'ming  1  安身立命 0  
an'sheng  1  安生 0  
an'shi  4  安适 0  按时 0  暗室 0  暗示 0  
an'shu  2  桉树 0  谙熟 0  
an'shui  2  安睡 0  氨水 0  
an'shuo  1  按说 0  
an'song'qiu'bo  1  暗送秋波 0  
an'suan  1  暗算 0  
an'suo  1  暗锁 0  
an'tai  1  安泰 0  
an'tan  1  暗探 0  
an'tang  1  庵堂 0  
an'tou  1  案头 0  
an'tu'suo'ji  1  按图索骥 0  
an'tu'zhong'qian  1  安土重迁 0  
an'wei  2  安危 0  安慰 0  
an'wen  1  安稳 0  
an'wu'tian'ri  1  暗无天日 0  
an'xi  2  安息 0  暗喜 0  
an'xian  2  安闲 0  暗线 0  
an'xiang  3  安享 0  安详 0  暗想 0  
an'xiang'cao'zuo  1  暗箱操作 0  
an'xiao  1  暗笑 0  
an'xie  1  安歇 0  
an'xin  1  安心 0  
an'ya  1  按压 0  
an'yang  1  安养 0  
an'yi  1  安逸 0  
an'ying  1  安营 0  
an'ying'zha'zhai  1  安营扎寨 0  
an'you  1  案由 0  
an'yu  4  安于 0  按语 0  暗喻 0  暗语 0  
an'zang  1  安葬 0  
an'zhao  1  按照 0  
an'zhi  2  安置 0  案值 0  
an'zhi'ruo'su  1  安之若素 0  
an'zhong  1  暗中 0  
an'zhuan  1  暗转 0  
an'zhuang  1  安装 0  
an'zi  3  暗自 0  案子 0  鞍子 0  
ang  3  昂 0  盎 0  肮 0  
ang'gui  1  昂贵 0  
ang'ran  2  昂然 0  盎然 0  
ang'shou  1  昂首 0  
ang'shou'kuo'bu  1  昂首阔步 0  
ang'si  1  盎司 0  
ang'yang  1  昂扬 0  
ang'zang  1  肮脏 0  
ao  13  傲 0  凹 0  嗷 0  奥 0  懊 0  拗 0  敖 0  澳 0  熬 0  獒 0  翱 0  螯 0  袄 0  
ao'an  1  傲岸 0  
ao'ao  1  嗷嗷 0  
ao'ao'dai'bu  1  嗷嗷待哺 0  
ao'ban  1  凹版 0  
ao'bao  1  敖包 0  
ao'chu'tou  1  熬出头 0  
ao'da'li'ya  1  澳大利亚 0  
ao'dong  1  熬冬 0  
ao'gu  1  傲骨 0  
ao'hui  1  懊悔 0  
ao'jian  1  熬煎 0  
ao'jing  1  凹镜 0  
ao'kang  1  澳抗 0  
ao'kou  1  拗口 0  
ao'lin'pi'ke  1  奥林匹克 0  
ao'man  1  傲慢 0  
ao'men  1  澳门 0  
ao'mi  1  奥秘 0  
ao'mian  1  凹面 0  
ao'miao  1  奥妙 0  
ao'nao  1  懊恼 0  
ao'qi  1  傲气 0  
ao'ran  1  傲然 0  
ao'sang  1  懊丧 0  
ao'shi  2  傲世 0  傲视 0  
ao'si'ka  1  奥斯卡 0  
ao'tu  1  凹凸 0  
ao'wei'hui  1  奥委会 0  
ao'xian  1  凹陷 0  
ao'xiang  1  翱翔 0  
ao'ye  1  熬夜 0  
ao'you  1  遨游 0  
ao'yuan  1  奥援 0  
ao'yun'hui  1  奥运会 0  
ao'zhan  1  鏖战 0  
ao'zhi  1  熬制 0  
ao'zhou  1  澳洲 0  
ao'zi  1  鏊子 0  
ba  18  八 0  叭 0  吧 0  坝 0  巴 0  扒 0  把 0  拔 0  捌 0  爸 0  疤 0  笆 0  罢 0  耙 0  芭 0  跋 0  霸 0  靶 0  
ba'ba  2  巴巴 0  爸爸 0  
ba'bai'zhi'jiao  1  八拜之交 0  
ba'bao'fan  1  八宝饭 0  
ba'bao'xiang  1  八宝箱 0  
ba'bao'zhou  1  八宝粥 0  
ba'bei'zi  1  八辈子 0  
ba'bi'lun  1  巴比伦 0  
ba'bing  1  把柄 0  
ba'bu  1  拔步 0  
ba'bu'de  1  巴不得 0  
ba'chang  1  靶场 0  
ba'che  1  扒车 0  
ba'cheng  1  八成 0  
ba'chi  1  把持 0  
ba'chu  2  拔除 0  罢黜 0  
ba'da  1  吧嗒 0  
ba'dao  1  霸道 0  
ba'dao'xiang'zhu  1  拔刀相助 0  
ba'di  2  坝地 0  耙地 0  
ba'di'er'qi  1  拔地而起 0  
ba'dou  2  巴豆 0  笆斗 0  
ba'duo  1  把舵 0  
ba'er  1  把儿 0  
ba'er'gou  1  巴儿狗 0  
ba'fang  1  八方 0  
ba'feng  1  把风 0  
ba'gao  1  拔高 0  
ba'ge  1  八哥 0  
ba'gong  1  罢工 0  
ba'gu  1  八股 0  
ba'gua  1  八卦 0  
ba'gua'zhang  1  八卦掌 0  
ba'guan  2  把关 0  罢官 0  
ba'guan'zi  1  拔罐子 0  
ba'he  1  拔河 0  
ba'hen  1  疤痕 0  
ba'hu  1  跋扈 0  
ba'huo'guan  1  拔火罐 0  
ba'ji  2  吧唧 0  坝基 0  
ba'ji'si'tan  1  巴基斯坦 0  
ba'jia  1  把家 0  
ba'jian  1  拔尖 0  
ba'jiao  4  八角 0  拔脚 0  罢教 0  芭蕉 0  
ba'jiao'mao  1  八角帽 0  
ba'jiao'shan  1  芭蕉扇 0  
ba'jiao'xing  1  八角形 0  
ba'jie  2  巴结 0  拔节 0  
ba'jiu  1  把酒 0  
ba'jiu'bu'li'shi  1  八九不离十 0  
ba'ke  1  罢课 0  
ba'kou'er  1  把口儿 0  
ba'la  1  扒拉 0  
ba'lan  1  把揽 0  
ba'lao  1  把牢 0  
ba'le  1  罢了 0  
ba'lei  1  芭蕾 0  
ba'lei'wu  1  芭蕾舞 0  
ba'li  1  巴黎 0  
ba'liao  1  罢了 0  
ba'lu  1  八路 0  
ba'lu'jun  1  八路军 0  
ba'mai  1  把脉 0  
ba'mao  1  拔锚 0  
ba'men  1  把门 0  
ba'mian  1  罢免 0  
ba'mian'ling'long  1  八面玲珑 0  
ba'mian'wei'feng  1  八面威风 0  
ba'miao'zhu'zhang  1  拔苗助长 0  
ba'niao  1  把尿 0  
ba'nv  1  吧女 0  
ba'pi  1  扒皮 0  
ba'qi  2  八旗 0  霸气 0  
ba'qu  1  拔取 0  
ba'quan  1  霸权 0  
ba'sai  1  罢赛 0  
ba'shan'she'shui  1  跋山涉水 0  
ba'shan'shu'shui  1  巴山蜀水 0  
ba'she  1  跋涉 0  
ba'shen  1  坝身 0  
ba'shi  4  巴士 0  把式 0  罢市 0  霸市 0  
ba'shou  3  把守 0  把手 0  罢手 0  
ba'shui'jiao'hun  1  把水搅浑 0  
ba'si  1  拔丝 0  
ba'tai  1  吧台 0  
ba'tou  1  把头 0  
ba'tui  1  拔腿 0  
ba'wan  1  把玩 0  
ba'wang  2  巴望 0  霸王 0  
ba'wang'bian  1  霸王鞭 0  
ba'wen  1  跋文 0  
ba'wo  1  把握 0  
ba'wu  1  把晤 0  
ba'xi  1  把戏 0  
ba'xian  1  八仙 0  
ba'xian'guo'hai  1  八仙过海 0  
ba'xian'zhuo  1  八仙桌 0  
ba'xin  1  靶心 0  
ba'xiong'di  1  把兄弟 0  
ba'xiu  1  罢休 0  
ba'yan  1  罢演 0  
ba'ye  1  霸业 0  
ba'yi  1  八一 0  
ba'yin'he  1  八音盒 0  
ba'ying  1  拔营 0  
ba'yu  1  鲅鱼 0  
ba'yue'jie  1  八月节 0  
ba'zhan  3  把盏 0  罢战 0  霸占 0  
ba'zhang  1  巴掌 0  
ba'zhi  1  坝址 0  
ba'zhu  1  霸主 0  
ba'zhuo  1  拔擢 0  
ba'zi  4  八字 0  坝子 0  把子 0  靶子 0  
ba'zi'bu  1  八字步 0  
ba'zi'hu  1  八字胡 0  
ba'zi'jiao  1  八字脚 0  
ba'zi'mei  1  八字眉 0  
ba'zi'mei'yi'pie  1  八字没一撇 0  
ba'zi'xing  1  八字形 0  
bai  10  伯 0  佰 0  拜 0  掰 0  摆 0  柏 0  白 0  百 0  稗 0  败 0  
bai'ai'ai  1  白皑皑 0  
bai'an  1  白案 0  
bai'ba'zi  1  拜把子 0  
bai'bai  2  拜拜 0  白白 0  
bai'ban  3  白板 0  白班 0  百般 0  
bai'bao'xiang  1  百宝箱 0  
bai'bao'zhi  1  白报纸 0  
bai'bei  2  百倍 0  败北 0  
bai'bi  1  败笔 0  
bai'bi'wei'xia  1  白璧微瑕 0  
bai'bi'wu'xia  1  白璧无瑕 0  
bai'bie  1  拜别 0  
bai'bing  2  百病 0  败兵 0  
bai'bu  1  摆布 0  
bai'bu'chuan'yang  1  百步穿杨 0  
bai'cai  1  白菜 0  
bai'cai'jia  1  白菜价 0  
bai'cao  1  稗草 0  
bai'cha'er  1  白茬儿 0  
bai'chi  2  白吃 0  白痴 0  
bai'chi'deng  1  白炽灯 0  
bai'chi'gan'tou  1  百尺竿头 0  
bai'ci  1  拜辞 0  
bai'cu  1  白醋 0  
bai'da  1  白搭 0  
bai'da'gua  1  白大褂 0  
bai'dai  1  白带 0  
bai'dang  1  摆荡 0  
bai'dao  2  拜倒 0  白道 0  
bai'di  1  白地 0  
bai'dian'feng  1  白癜风 0  
bai'ding  1  白丁 0  
bai'dong  1  摆动 0  
bai'du  3  拜读 0  摆渡 0  败毒 0  
bai'e  1  白垩 0  
bai'er'ba'shi  1  百儿八十 0  
bai'fa'bai'zhong  1  百发百中 0  
bai'fan  2  白矾 0  白饭 0  
bai'fang  2  拜访 0  摆放 0  
bai'fei  1  白费 0  
bai'fei'dai'ju  1  百废待举 0  
bai'fei'dai'xing  1  百废待兴 0  
bai'fei'ju'xing  1  百废俱兴 0  
bai'fei'la  1  白费蜡 0  
bai'fen  2  白粉 0  百分 0  
bai'fen'bi  1  百分比 0  
bai'fen'bing  1  白粉病 0  
bai'fen'dian  1  百分点 0  
bai'fen'hao  1  百分号 0  
bai'fen'lv  1  百分率 0  
bai'fen'shu  1  百分数 0  
bai'fen'zhi  1  百分制 0  
bai'fen'zhi'bai  1  百分之百 0  
bai'fo  1  拜佛 0  
bai'fu  1  拜服 0  
bai'gan'er  1  白干儿 0  
bai'gan'jiao'ji  1  百感交集 0  
bai'gong  1  白宫 0  
bai'gu  1  白骨 0  
bai'gu'jing  1  白骨精 0  
bai'guan  3  拜官 0  白鹳 0  百官 0  
bai'guan'ye'shi  1  稗官野史 0  
bai'guo  1  白果 0  
bai'he  3  拜贺 0  白鹤 0  百合 0  
bai'he'hua  1  百合花 0  
bai'hou  1  白喉 0  
bai'hu  2  白狐 0  白虎 0  
bai'hua  3  白桦 0  白花 0  白话 0  
bai'hua'bing  1  白化病 0  
bai'hua'hua  1  白花花 0  
bai'hua'jiang  1  百花奖 0  
bai'hua'qi'fang  1  百花齐放 0  
bai'hua'shi  1  白话诗 0  
bai'hua'wen  1  白话文 0  
bai'huai  1  败坏 0  
bai'huang'huang  1  白晃晃 0  
bai'hui  2  拜会 0  白灰 0  
bai'huo  2  百货 0  败火 0  
bai'ji  1  败绩 0  
bai'jia  1  败家 0  
bai'jia'xing  1  百家姓 0  
bai'jia'zheng'ming  1  百家争鸣 0  
bai'jia'zi  2  摆架子 0  败家子 0  
bai'jian  2  拜见 0  摆件 0  
bai'jiang  1  败将 0  
bai'jin  2  拜金 0  白金 0  
bai'jin'han'gong  1  白金汉宫 0  
bai'jin'zhu'yi  1  拜金主义 0  
bai'jing  1  白净 0  
bai'jiu  2  摆酒 0  白酒 0  
bai'ju  1  败局 0  
bai'ju'guo'xi  1  白驹过隙 0  
bai'juan  1  白卷 0  
bai'jun  1  败军 0  
bai'kai  1  掰开 0  
bai'kai'shui  1  白开水 0  
bai'ke  1  拜客 0  
bai'ke'quan'shu  1  百科全书 0  
bai'kong'qian'chuang  1  百孔千疮 0  
bai'kou'mo'bian  1  百口莫辩 0  
bai'kuo  1  摆阔 0  
bai'la  1  白蜡 0  
bai'lan'di  1  白兰地 0  
bai'lan'gua  1  白兰瓜 0  
bai'lan'hua  1  白兰花 0  
bai'lei  1  败类 0  
bai'lei'tai  1  摆擂台 0  
bai'li  2  白梨 0  白痢 0  
bai'li'tiao'yi  1  百里挑一 0  
bai'lian  2  白脸 0  白鲢 0  
bai'lie  1  摆列 0  
bai'ling  3  拜领 0  白领 0  百灵 0  
bai'long'men'zhen  1  摆龙门阵 0  
bai'lu  3  白露 0  白鹭 0  败露 0  
bai'luo  1  败落 0  
bai'ma'wang'zi  1  白马王子 0  
bai'mang  1  百忙 0  
bai'mang'mang  1  白茫茫 0  
bai'meng'meng  1  白蒙蒙 0  
bai'mi  1  白米 0  
bai'mian  1  白面 0  
bai'mian'er  1  白面儿 0  
bai'mian'shu'sheng  1  白面书生 0  
bai'miao  1  白描 0  
bai'mo  1  白沫 0  
bai'mu'er  1  白木耳 0  
bai'nei'zhang  1  白内障 0  
bai'nen  1  白嫩 0  
bai'nian  2  拜年 0  百年 0  
bai'nian'bu'yu  1  百年不遇 0  
bai'nian'da'ji  1  百年大计 0  
bai'nong  1  摆弄 0  
bai'pai  1  摆拍 0  
bai'pang  1  白胖 0  
bai'pi'shu  1  白皮书 0  
bai'pi'song  1  白皮松 0  
bai'ping  1  摆平 0  
bai'pu'er  1  摆谱儿 0  
bai'qi  1  白旗 0  
bai'qi'tun  1  白鳍豚 0  
bai'qing  1  拜请 0  
bai'rao  1  白饶 0  
bai're  1  白热 0  
bai're'hua  1  白热化 0  
bai'ren  2  白人 0  白刃 0  
bai'ri  1  白日 0  
bai'ri'ke  1  百日咳 0  
bai'ri'meng  1  白日梦 0  
bai'ri'zuo'meng  1  白日做梦 0  
bai'rou  1  白肉 0  
bai'se  1  白色 0  
bai'se'kong'bu  1  白色恐怖 0  
bai'se'la'ji  1  白色垃圾 0  
bai'se'wu'ran  1  白色污染 0  
bai'she  1  摆设 0  
bai'sheng'sheng  1  白生生 0  
bai'shi  3  拜师 0  白事 0  白食 0  
bai'shi'tong  1  百事通 0  
bai'shou  1  拜寿 0  
bai'shou'qi'jia  1  白手起家 0  
bai'shu  2  柏树 0  白薯 0  
bai'shui  1  白水 0  
bai'si'bu'jie  1  百思不解 0  
bai'su  1  败诉 0  
bai'tan'er  1  摆摊儿 0  
bai'tang  3  拜堂 0  白汤 0  白糖 0  
bai'tian  1  白天 0  
bai'tian'di  1  拜天地 0  
bai'tian'e  1  白天鹅 0  
bai'tiao  1  白条 0  
bai'tiao'zhu  1  白条猪 0  
bai'tie  1  白铁 0  
bai'tie'pi  1  白铁皮 0  
bai'ting  1  白厅 0  
bai'tong  1  白铜 0  
bai'tou  1  白头 0  
bai'tou'weng  1  白头翁 0  
bai'tou'xie'lao  1  白头偕老 0  
bai'tui  1  败退 0  
bai'tuo  2  拜托 0  摆脱 0  
bai'wan  1  百万 0  
bai'wan'er  1  白玩儿 0  
bai'wan'zi  1  掰腕子 0  
bai'wang  2  拜望 0  败亡 0  
bai'wen  1  白文 0  
bai'wen'bu'ru'yi'jian  1  百闻不如一见 0  
bai'wu'jiao  1  拜物教 0  
bai'wu'jin'ji  1  百无禁忌 0  
bai'wu'liao'lai  1  百无聊赖 0  
bai'wu'yi'shi  1  百无一是 0  
bai'xi  1  白皙 0  
bai'xi'bao  1  白细胞 0  
bai'xiang  1  败象 0  
bai'xie  1  拜谢 0  
bai'xing  2  百姓 0  败兴 0  
bai'xiong  1  白熊 0  
bai'xu  1  败絮 0  
bai'xue'bing  1  白血病 0  
bai'xue'qiu  1  白血球 0  
bai'xue'zheng  1  败血症 0  
bai'yan  1  白眼 0  
bai'yan'er'lang  1  白眼儿狼 0  
bai'yan'zhu  1  白眼珠 0  
bai'yang  1  白杨 0  
bai'yang'zi  1  摆样子 0  
bai'yao  1  白药 0  
bai'ye  5  拜谒 0  白夜 0  百业 0  百叶 0  败叶 0  
bai'ye'chuang  1  百叶窗 0  
bai'yi  1  白蚁 0  
bai'yi'bai'shun  1  百依百顺 0  
bai'yi'tian'shi  1  白衣天使 0  
bai'yin  1  白银 0  
bai'you  1  柏油 0  
bai'you'lu  1  柏油路 0  
bai'yu  1  白玉 0  
bai'yu'lan  1  白玉兰 0  
bai'yun  1  白云 0  
bai'zhan'bai'sheng  1  百战百胜 0  
bai'zhan'bu'dai  1  百战不殆 0  
bai'zhan'ji  1  白斩鸡 0  
bai'zhang  1  败仗 0  
bai'zhe'bu'hui  1  百折不回 0  
bai'zhe'bu'nao  1  百折不挠 0  
bai'zhe'qun  1  百褶裙 0  
bai'zhen  1  败阵 0  
bai'zheng  1  摆正 0  
bai'zhi  1  白芷 0  
bai'zhi'hei'zi  1  白纸黑字 0  
bai'zhong'ren  1  白种人 0  
bai'zhou  1  白昼 0  
bai'zi  3  摆子 0  白字 0  稗子 0  
bai'zu  1  白族 0  
ban  16  伴 0  办 0  半 0  扮 0  扳 0  拌 0  搬 0  斑 0  板 0  版 0  班 0  瓣 0  癍 0  绊 0  般 0  颁 0  
ban'an  1  办案 0  
ban'bai  2  半百 0  斑白 0  
ban'ban  1  斑斑 0  
ban'ban'la'la  1  半半拉拉 0  
ban'bao  3  办报 0  半饱 0  板报 0  
ban'bei'zi  1  半辈子 0  
ban'ben  1  版本 0  
ban'bi  1  板壁 0  
ban'bian  1  半边 0  
ban'bian'tian  1  半边天 0  
ban'bing  1  搬兵 0  
ban'bo  1  斑驳 0  
ban'bo'lu'li  1  斑驳陆离 0  
ban'bu  1  颁布 0  
ban'ca'er  1  板擦儿 0  
ban'cai  1  板材 0  
ban'chai  1  办差 0  
ban'chan  1  班禅 0  
ban'chang  1  伴唱 0  
ban'che  1  班车 0  
ban'cheng'pin  1  半成品 0  
ban'chuang  1  板床 0  
ban'ci  2  版次 0  班次 0  
ban'da'bu'xiao  1  半大不小 0  
ban'dao  5  半岛 0  半道 0  扳倒 0  扳道 0  绊倒 0  
ban'dao'ti  1  半导体 0  
ban'deng  1  板凳 0  
ban'di  1  班底 0  
ban'dian  1  斑点 0  
ban'dian'er  1  半点儿 0  
ban'diao'zi  1  半吊子 0  
ban'dong  1  扳动 0  
ban'du  1  伴读 0  
ban'er  2  瓣儿 0  绊儿 0  
ban'fa  2  办法 0  颁发 0  
ban'fang  2  板房 0  班房 0  
ban'feng'jian  1  半封建 0  
ban'fu  1  板斧 0  
ban'gong  1  办公 0  
ban'gong'ban'du  1  半工半读 0  
ban'gong'lou  1  办公楼 0  
ban'gong'shi  1  办公室 0  
ban'gong'ting  1  办公厅 0  
ban'gong'zhuo  1  办公桌 0  
ban'guan'fang  1  半官方 0  
ban'han  1  半酣 0  
ban'hen  2  斑痕 0  瘢痕 0  
ban'hu  1  板胡 0  
ban'hua  1  版画 0  
ban'hui  1  班会 0  
ban'huo  2  办货 0  拌和 0  
ban'ji  3  扳机 0  班机 0  班级 0  
ban'jia  2  半价 0  搬家 0  
ban'jiang  1  颁奖 0  
ban'jiao  1  绊脚 0  
ban'jiao'shi  1  绊脚石 0  
ban'jie  2  半截 0  板结 0  
ban'jin'ba'liang  1  半斤八两 0  
ban'jing  1  半径 0  
ban'jiu  1  斑鸠 0  
ban'jue'sai  1  半决赛 0  
ban'kong  1  半空 0  
ban'ku  1  扮酷 0  
ban'kuai  1  板块 0  
ban'lan  1  斑斓 0  
ban'lan'gen  1  板蓝根 0  
ban'lang  1  伴郎 0  
ban'lao'xu'niang  1  半老徐娘 0  
ban'li  2  办理 0  板栗 0  
ban'lian  1  板脸 0  
ban'liao  1  拌料 0  
ban'lu  1  半路 0  
ban'lu'chu'jia  1  半路出家 0  
ban'lun  1  班轮 0  
ban'lv  1  伴侣 0  
ban'ma  1  斑马 0  
ban'ma'suo  1  绊马索 0  
ban'ma'xian  1  斑马线 0  
ban'mao  1  斑蝥 0  
ban'men'nong'fu  1  班门弄斧 0  
ban'mian  1  版面 0  
ban'mo  1  瓣膜 0  
ban'niang  1  伴娘 0  
ban'nong  1  搬弄 0  
ban'nong'shi'fei  1  搬弄是非 0  
ban'pei  1  般配 0  
ban'piao  1  半票 0  
ban'ping'cu  1  半瓶醋 0  
ban'po  1  半坡 0  
ban'pu  1  板铺 0  
ban'qi  1  班期 0  
ban'qian  1  搬迁 0  
ban'qiu  2  半球 0  板球 0  
ban'quan  1  版权 0  
ban'quan'ye  1  版权页 0  
ban'shan'yao  1  半山腰 0  
ban'shang  1  半晌 0  
ban'shang'ding'ding  1  板上钉钉 0  
ban'shen'bu'sui  1  半身不遂 0  
ban'shen'xiang  1  半身像 0  
ban'sheng  1  半生 0  
ban'sheng'bu'shu  1  半生不熟 0  
ban'shi  5  办事 0  半世 0  板式 0  版式 0  班师 0  
ban'shi'chu  1  办事处 0  
ban'shi'yuan  1  办事员 0  
ban'shou  1  扳手 0  
ban'shu  2  半数 0  板书 0  
ban'shua  1  板刷 0  
ban'shui  1  版税 0  
ban'si  1  半死 0  
ban'si'bu'huo  1  半死不活 0  
ban'sui  1  伴随 0  
ban'tian  1  半天 0  
ban'tiao  1  板条 0  
ban'tong  1  伴同 0  
ban'tou'ming  1  半透明 0  
